sentiment,review
0,"I received the phone intact and promptly, but after few days screen broke down itself. Just few days back it bcome dead. Service center said all garrenty/ warrenty would be void if I donot replace the screen. They charged 5800 to replace broken screen. In summery do not go for this product."
1,This is too good phone I'm using it awesome that an awesome picture Lenovo K note is very smooth working phone latest Android version
1,good
0,This is my first and last Lenovo mobile. Worst ever quality control. Two major problems:1. Screen mirroring does not work and this is for all the users who bought this mobile. A simple basic feature which would want to connect to tv.I use an Amazon fire stick and it doesn't work with that too.2. Volte mode is not proper. Jio sim works but worst ever network strength.The most irritating part being that Lenovo is not providing any update for these issues.
1,best phone for speed lovers
0,Though it is a best seller phone online it has many problems. First of all its battery life is not good and suddenly it drains to 0% . Secondly camera shots are not as clear as they described in the reviews .
1,1) Red colour is not coming proper when take photo from monitor. Its look Orange. also comes lining in picture from monitor.Same this is better in Moto G mobile.2) Need Back side Grip finish3) Need Little small from height4) There is no screen guard available in market for curve lenovo5) rest goog
1,good value for a moneycamera quality was not that much good and also brightness of screen is less comparatively to other
1,PUBG is not working properly in this mobile.It has'nt oreo version. It has nougat version
0,its phone many problem
0,"Performance of Lenovo K8 note is good..selfi camera is quite good but volume is too low sometimes, battery back up is not that great but the processor is very strong and no headphones work on this only headphone thing is disappointing me otherwise fine"
0,"Wen I booked this product ,that time it showed delivery date on 20th Oct 2017 but I received this parcel on 23rd Oct 2017 morning .... Too late delivery"
0,Unhappy with performance.. battery drain quickly.. suggesting not to buy lennvo Mobile
0,HEATING AND BATTERY DRAINING FASTSCREEN ROTATION NOT WORKING PROPERLY
0,Good product...But amazon Plays by creating a fake app called Blancco.. Ur product will not br replaced by amazon... They just blabbers over phone call telling The document have to be made for replacement.....
0,On my first full day use I have found battery is draining very fast.
1,Very happy
0,Phone is not good 1) gets heated fast. 2) doesn't show data loading. 3) phone alarm doesn't work in switch off mode. 4) there's no On Off option. 5) takes very much time to charge. don't want to compromise for this price
0,Dose not supported volte.netwrok connection dose well.
0,bhai yh phone thik h... pr Lenovo valoo ne iski whaat lga rkhii h ... jo new update h vo bhut problem kr rha h sbhi k phone m .....bki thik h .... rate s to ........
0,Simply super
0,please dont bye and dont waste your money.camera is not good.i don't feel dolby atomos.cheap product with high price tag.
1,In this budget it is awesome phone. I like it. I m giving 4 star bcoz the color is not much vibrant in photos but clarity is awesome and selfie camera is very good. Battery is ok. 1 day standby.
1,"The phone is superb, very reponsive and reactive screen with full HD display, awesome performance but 2nd camera which of 5mp is not at all working, i tried with depth enabled mode still this camera fails to take a picture, its a superb phone so kindly give a update so that my 2nd rear camera starts working. Thank you lenovo you build a warrior phone a very affordable price. Totally satisfied."
0,I want return
0,"Honest ReviewGood things-Dual back camera-Stock Android-Front camera flesh-Free transparent coverBad things- 1.5 GB out of 4 GB RAM available for user-Single speaker on bottom of phone so no use of Dolby Digital-Turbo charging is not much efficient, it takes 1 hr to charge almost 50%"
0,Camera is very poor
1,CuxgF
0,"Worth for it's price range???🤔Google chrome it's working properly, in some applications finger print is not working properly, had just used for 2 days. It's hard to focus in depth mode, shutter nice can't be made silent. The sensor of camera is not good but below average, my previous HTC 8 MP camera had good details and clarity. Camera works poor in the low light condition. It's an all rounder average phone as Lenovo k8 note doesn't have any speciality, it is average on everything right from the processor, camera clarity, battery life, gaming, ...etc.Being an Android battery is not so good, but power bank is it's solution. Mutli tasking , many more good features, fast Prosser, touch pad is also fast, finger sensor is also fast, speaker is very nice and loud. It has cool features like for typing, fingerprint sensor, dedicated music key, camera key, selfie flash light, rear camera You have dual LED Flashlight,Using since last 7 days , will update review after some weeks.Lenovo k8 note my review (4GB ram 64GB ROM)I am using this phone from last one week on the basis of my experience I would share you pros and cons of the Lenovo k8 note. An average user of phone like watching videos playing games.Pros:- good display clarity- typing features- dedicated music key- dedicated camera key- fingerprint sensor which is quite fast- 13 + 5 MP dual camera with dual LED flash light- 13mp selfie camera with LED Flashlight- 4 GB RAM 64 GB ROM- dedicated memory slot- 4000 Mah li-polymer battery🔋- good office phone- guest mode feature- Many other features you can unlock- good sound quality in speakers and decently loud- you can record the calls with very good clarity of both the sides- mobiles turns off when overcharged (had just read on the Internet not sure about it)- good for gaming- camera capturing in savings speed is decently good- doesn't lags in office applications-has good internet speed as compared to my previous mobile- speech to text feature is also quite good, recognizes almost all words even the local language i.e hindi- have emojis and gif keypad- average graphics for the gaming part- has decent touch sensitivity and speed- live QR and barcode reader- Google map does works pretty well you get a notification of trafficCons:- processor is not battery efficient- mobiles get heated up while charging, gaming and movies- overall average phone- doesn't have any USP- Camera sensor is very poor due to which the clarity of the photos are affected also the low light performance the GIF file has also a very poor quality, my previous HTC had 8 MP camera whose clarity was much better than this.- Google Chrome doesn't works properly- compare to the size of the image from the camera the clarity is not that good- hard to focus especially in depth mode- doesn't has image stabilization- GIF images doesn't have good quality, however the gif quality is not so bad as it appears while shooting on the screen but yes it's quite dark compared to the video mode.- multiple clicks does make the phone lag a bit- can't read barcode and QR code on the image you saved- depth mode in the camera doesn't get a very sharp image you definitely have the edges a bit soft around you have to take couple of shots to have a very perfect photograph many times you miss the moment, especially when it comes to micro photography"
1,Spr mobile it's working exordinary pick performance mobile battery charge awesome
1,Best phone ever . good built quality. Runs very smooth .best price n budget smart phone ever
1,"Everything is good,bt video player is low quality"
1,"Good quality product with ever best delivery services from Amazon.Amazon keep it up, u R superb"
0,I wanted to love this product because of features. But finding following issues.1) I can not connect it to my macbook pro and not able to find any support regarding this.2) I can not install JIO apps from app store. where as I can install JIO apps on other androids phones. Have these guys really screwed it up by altering android software?
0,Bluetooth is proper work
0,No call recorder supporting
1,Excellent product.
0,Mobike design and screen is good. But front camera is 13 mega pixal in written not in performance. And men issue I get in mike or network system is not working well. When I call another end didn't get my voice without speaker on.. and same sim card get full network in another mobile but didn't get in this mobile.
0,not working...charge bahut dheere ho raha h......
1,Good looking phone
0,"Before the update, this was a amazing phone but after the update, it is not that good at all.... SO much heating and hang problem. I need to restart my phone atleast 4 times a day now to control the heating problem. this is not good at all"
1,Awesome phone.Features are Good in this range.Ram 4GBinternal 64 gbCamera is Good
1,Awesome
1,Good Mobile
0,"It has range issues....for the same place where one plus, Samsung has full range it has half"
0,Not good phone heat up soon and primary speaker get stop
1,"Till now ,It is working like a marvellousDont know about the future ....!!!!"
0,"Unable to make or receive calls most of the time, even when network is sufficiently strong. Whereas able to do internet at the same time.After some efforts, amazon replaced the phone. But same issue in the replacement phone(same model, lenovo K8 Note) as well. Finally getting its refund after many efforts and wasting lot of time.If somebody calls you, most of the time it will show your phone out of coverage, even when phone is in network. Verified this by call myself from my another phone. You will always get messages of many missed calls, but very few calls.Whereas, when I insert my sim in my old motorola phone, everyting works well at same location.If you are unable to make or recieve calls most of the time from a phone, then no use of talking about its other good features like camera, display, looks etc."
1,Good but battery backup to low .........
0,It would take more time for switch on.
1,SUPPER MOBILE
0,Mobile display glass quality not good total glass break in just mobile drop from table Micromax is far better than this
0,After usage of 10days :1. Music button is not working2. Battery draining is too fast3. Poor camera quality and Depth effect is too worseVery bad Amazon return policy..
0,the delivery man was too bad in behavior while delivering the product... but the phone is good from all aspects.. considering that i would provide 3 stars...
1,Camera quality is good.battery also good backup.but dual camera top camera is not proper work. mobile looking nice. Then Dolby atoms how to work I don't know. Other mobile comparing this mobile is good.
0,"I think too much heating... can, t review with comparison to samsumg or vivo... but worth for the amount paid..."
0,Worst battery backupTake much time to chargeNot good functions like k5 noteI think it's 25 % only of expectations....
0,"lenovo K8 Note working as mobile as well as Induction stove also, mobile getting heat that much.i am using this mobile from past 6 months, first one month its working OK then stated hanging, heat issues and performance is not good"
1,Very fast phone
1,This is the second piece I have bought. Value for money
0,Phone heats unnecessarily
0,Full charge kark subhame phone nikalo to phone apne ap restart ho jata hai...Phine Camera bhi ku6 khass nahi hai... Don't buy... Apne ap koi bar restart ho jata hai!! 😡🤔
0,From very 1st moment this mobile having lots of issues..Amazon is not accepting the refund .they are saying we will replace by new with better quality check.there engineer visited and confired the poor quality issue even though Amazon is not agree for refund.Don't buy this mobile.It's take 3-4 hours for full charge .Mobile heats a lot.Camera quality is vey poor.U will not get full LTE signal../network issue.No default apps.Friends don't buy this mobile and don't buy from Amazon.Before buying make sure about exchange policy from any e-commerce.
0,Mobile hanging n network issue.
1,It radiates heat while charging
0,Very poor net work even in open space. If I use the same SIM card in Samsung its showing full network and browsing s also fast.
1,"Nice, product...."
1,Very nice product ...Loved it..😍😍
1,"Product is good. Look and specifications are nice.Feels good to carry, screen touch is very sensitive and nice.Only problem till now is slight heating while playing games, although not for very long.Battery backup is ok-ok.Camera quality is good, but not as good as it was supposed to be for a 13+5 mp deep focus cameraOverall, a good buy"
1,nice
1,Very good
0,Software needs more improvement lacking many features like network speed auto brightness music button does not function properly for music but works well for other function
0,I need return the product as hardly 3 out 10 incoming calls were received.
0,It not support volte pls solve this problem
0,Its charger is not working properly
0,Its price is very bad..performance bad..camera quality bad...
0,Poor battery performance.And poor response from service centre too.
1,Best phone
1,Nice product and caneea is very nice
0,Is it supports volte...
0,Charge he nhi hota yr...2 bar replacement Kar chuka hu....Ha speed ache h phone ki but bhut galdi garm ho jata h....
1,Mobile heting good mobile
0,Got it in the first sale...1.No led notifications2.No light for navigation buttons3.Poor battery lifeOverall I recommend please don't buy this smartphone...u can opt for Lenovo Z2 plus which has decreased its cost now a days
1,Great
1,"I thought this is an effective phone in this price zone...👍 N I loved it..After using 10 days ...I feel so much comfortable with this device ,👍"
0,"1 ST CAMERA IS NOT WORKING PLZ REPLACE THE PRODUCT,,,,"
0,After I bought in one day itself I gave for service center because of heating problem... Even if I use for 5 min the mobile gets over heat... So don't buy this mobile
1,Awesome phone
1,super
0,Badly
1,Nice Mobile but hang easily...!!
0,"Dear all,It's my humble request to all don't buy this mobile it's having lot of problems like1) when we charged 100% battery its battery drained within 20 min2) it's taking 6 hours time to charge 100% battery.3) it's heating to much, you l can't hold in your handNeed Amazon support for replacement of this mobile."
0,Smooth but heats up very fast.. battery performance is at par with 2500mh mobile phone..they need to improve these two in system upgrade
1,"Good Phone, awesome camera and features for this price, i got it for 12999-10%(1300)=11700/-"
0,Worst product with waste of money start lining on screen in just 6 day from date of deliverywith no return policy amazon claiming only replace policytotally waste of money
0,"It had a defect, when the mobile is fully charged and if keep charging for some more after 100% phone is getting turned off.Back flashlight is in yelllow color, it should be cool whiteOther than this mobile is good"
0,"This phone will be damaged , so I want replace this product..Contect me quickly my also another no. Is 8853718149 and mail id rairaisahab@gmail.comPls drop your contact no on my mail id"
0,Battery service no good
0,Very heat phone but feature is not good Lenovo k8 note better than Lenovo K5 note featureNot call recording camera quality low light good and perfect selfie I like it
1,Awesome phone
1,Nice product.. good display.. good sound..and lighting speed of processor make all system and application software work properly.. the only problem is the heating..plz resolve it..lenovo.. but still. it is high at its all range phone..
0,"Faced Heating issue, hanging issue, sound is not good in comparison of Lenovo Vibe K5 Note"
1,Fantastic
1,Good product good speed good performance
1,Super Lenovo
0,Third class mobile ....... too much heating....... Camara result is also poorDon't buy....And very third class return policy.
1,good
1,Phone is very good..no heating issue..battery is also good...camera is nice...fingerprint is pretty quick...worth every penny spent...!!!!!
1,This phone is great
0,I get a crack glass phone
1,Full Paisa basool.....
1,Gr8 phone
1,Capacity excellent service and CAMERA AND BATTERY LIFE BEST
0,Dont buy it..Camera is not good and when you try to replace it they would frustrate you by not updating thye IMEI number of original mobile to the new replaced mobile.I got frustrated 3 days ..an hour each day by contacting customer care and trying to convince the associate who came to pick up the phone..So better not to buy it in first place.And Amazon only conformed that they are getting multiple complaints about camera ..not sure why are they still selling this.
0,"Battery problem,Charging problemHeating problemAnd also too poor Amazon service"
0,Very bad product.
0,The worst camera I have ever seen. Even my very old configuration mobile phone had a better camera resolution. Battery draining faster.
0,Useless Product. Only hype has been created. Battery is so poor that drains out in few hrs. Charging takes 3-4 hrs though it is TurboCharged.Only Looks are good.
0,Battery charges after 3-4 hours. There's no turbo charging. Camera quality very poor.
1,"Other than camera, happy about everything else."
1,Gr8 buget phone i really loved itJust camera quality is low than mia1 rest its superb in all terms..
0,Phone battery not so good as stated in by the Company. Touch screen not so good. Sound quality is good. Gaming experience could be better.
1,"Good Mobile, Battery life is long with dual SIM cards and full time internet connection!!"
0,Defected piece....In terms of software and hardware botb
1,Great phone.It having all important features.Relatively cheaper in price than others.Working fine from the day I purchase.
0,Phone is good but network problem
0,Not good....
0,Front camera is a problem. Images came a bit unfocused.
0,"Not at expected level, just an Android phone no other special difference.dont buy and waste money"
0,Don't buy.Heating and lagging issue in playing online games . After updating to oreo it becomes a disaster.
0,"Not worth the price. Does not feel like dual camera quality pictures. Battery life not so good. Network reception very poor. Does not even have a gallery to view pictures, you need a third party app. Reliance jio will not work if you keep screen locked."
1,Very comfortable mobile. Everything available escape remote control system. All is good.Nothing any problem.
0,Bakhwas hai ye mobile sale kuchi din chala aab hank hone laga... Betary v 3 ghante se jyasa nhi chalti... Mobile heat v bahat jyada hota hai kb fat jaye pata nhi..
1,Good product from LenovoWorth for money
1,Very good mobile but flash red may be not clear shot in night
1,Ok
0,"The phone was continuously hanging and after restarting it stopped working completely as blue screen appeared.I have raised return request, however, due to amazing return policy of amazon, I am unable to return this defective product. They were supposed to send a technician to inspect the product before approving for return. The technician who is supposed to visit did not bother to come and his phone is switched off. I tried to call up at the customer service several time and the call is not getting connected to any of the customer rep. I am extremely dissatisfied with the services and policies of Amazon. It is 0 for me."
1,good
1,Very good set.
1,The product Lenovo k8 note gets Heated very soon and remains hot most of the time.Big drawback/loophole.Other features are very Good
0,Very poor sound quality
0,I have received only one charger
0,Not good as my expectations. Camera and battery performance is poor according to specifications provided by company.
1,Best mobile
0,Where is headset in box? No headset provided as mentioned.
0,This phone is total rubbish it heats too much and even touch not works properly battery drains very fast display also not good
0,Lenovo needs to maintain a standard key structure...I just upgraded from k4 to k8 ..and found that the back soft key (traingular) was located on the left side while in k4 the same is located on the right which was easy and comfortable for a right-hander to go back ...
1,speed of the mobile is superb...battery will be okcamera quality is good
1,Nice Mobile good camera & battery
0,My handset got damaged within a month of buying .. really dissatisfied with quality of the fone delivered and the USB cable also is damaged .
1,Excellent Mobile By Lenovo
0,little pricey
1,"Good Phone, But battery draining fast compare to other devices, before lenovo k8 note i used honor 4x device with 3000 mah battery works much better than this device... request to lenovo team please fix it.. when i seen 4000 mah i am so happy, but when using device so sad...the device stands only 1 days without any use, but if continuesly uses maximum 6 hr approx...please lenovo solve the problem in update through ota. (only 1 defect in this device i.e battery draining & battery % not shows at top) charge is turbo...but draining also turbo.. if u have any suggestion please let me know..."
1,"Great phone, great battery, camera, performance, display and look."
0,Sir. Lenovo k8 note how to use cast screen. Cast screen setting is missing. How to connect smart tv
0,It a veryy Bad Product Because Uake Gorillas jaisa ku6 protection nahi hai Sctrach turant lag jata hai muje 11 ve Din Sctrach laga so retunn bhi nahi kar paya
1,Good features compare to other phoneLarge displayGood qualityGreat camera results
1,Nice Phone..... good time Delivery
0,"Disappointed with the network reception of the mobile. Phone gets idle and calling party is not able to make call. Message comes as 'Number not reachable', although it shows full network in cell phone.This is the fundamental thing for any cell phone to get incoming and outgoing call which is not happening with Lenovo K8 note. Raised the request and tried reaching customer care but no response from Lenovo team.I will suggest NOT to purchase LENOVO K8 NOTE."
1,awesome mobile but for 4000 mah battery it should do better
0,"yesterday received phone in good condition, today morning charged 100 % but its continuously draining now its about only 40 %, it is same a my K3 note. so what is the benefit of K8 4000 battery. need replacement with good battery.Turbo charger is not work properly taking long hrs for charging....Amazone replaced new phone on 25/05/2018 , but the issue was not resolved ie. turbo charger not worked, yesterday (28/05/18) on screen data usage warning appeared, when i was seen i m socked, as data usage limit set from may 11-jun-10 and in two days only 699 mb i had used, wi-fi data usage limit set Apr-30-May-28 its means, this is used handset. so it is cheating with me , now i need refund , please do the needful."
0,"i have buy lenovo 13,999but at the online price 12,999"
0,Most 3rd class phone battery is so hot in one hour charge and not long lasting battery
1,Good
1,"Best phone in this range but no preloaded basic application like music player, Video Player, Gallery also so this is disappointing ..."
0,Duplicate piece delivered
1,"Excellent phone, bright display, good speed. Value for money spent..."
0,AMAZON RETURN POLICY IS SO SO POOR I CAN'T BELIEVE IT...ITS MY FIRST TIME WHERE I WAS PURCHASE MOBILE FROM AMAZON...THE PRODUCT ARE NOT GOOD.. AND THE EXCHANGE SYSTEM ARE SO BAD...
1,A decent middle priced phoneAll features are good
0,It works good but i got broken screen need replacement
1,Awsm phone.. best features...😊😊
0,Ek dum bekaarPehLe charger kharab diya fr complaint kri toh 4 din inko replacement m Lg gye uske baad bhi kaharb phone delivered kiyaa itna overheated or Bakwaas phone h ye...Mera pehla online product tha ye Ek dum bekaaar.....I'm suggest you bilkul mt purchase krna
1,"Everything is latest. Deca core, 13+5 MP deep mode camera in rear, 13 MP front with flash. Battery backup good display good touch excellent, music key function good. Overall excellent phone in this range."
0,Nice handset...But iska charger khrab ho gaya hai plz help me...!!?
0,The phone gets heated and hangs not worth to buy and processor is not of good speed. Recommend not to buy that product
1,Good Products
0,"Good product with some cons.1. Battery Drains very quickly2. Sometimes turbo charger, charges very slowly.3. Photo quality low with low light (not always).4. Sometimes software hangs5. Need to hold carefully as it is slippery, good if you use some sort of back cover6. Since build with stock OS, some basics missing (example, network speed, contact alphabetic list)7. You need to buy headphone separately8. Gets warmPros1. Good Photo quality for out door2. Accessing Speed is good3. Video steaming is good4. Audio quality OK.5. Frequent callers are sorted automatically so that we can have top caller on the top of the list6. Separate slot for sd card is an added feature7. Has Front flash"
0,Not bad Slip and perfect
1,"Whats in the boxI haven't received Handset,And received only 1Piece 15W Turbo Charger and USB Cable"
0,"Worst device.. device getting so heat while charging also not getting charge fast.... even very difficult to call on this device as that heat hurt Ears..Battery Drain quickly, not working for a full one day even if you are not using Net."
1,Nice phone
1,Super product
0,Mobile is getting heat and very poor performance on charging.
1,Nice phone
0,Worst handset I got.... Defective piece they send me... Poor camara and lower level sound system... touch also not working properly... I returned the piece
0,Battery backup ok.nice mobile.heating issue while charging
1,Good
0,Worst mobile ! Its just the west of money. Don't buy it.
0,Not up to the expectation
1,"Its Superfast.! very handy to use. Processing speed, camera quality is superb."
1,Brand new phone in well manner. No complain. Just some issues with delivery.
1,Awesome phone
1,What is new system update? Can the Android version be updated to Android 8.0?
1,"Khup mast phone ahe, lenova is best"
0,over heating problem lenova k8 4GB gold batery issue for 2-3hours only so i return my mobile Too worst this model
0,Duplicate product received
0,You are providing very poor conditioned products.i bought this phone from Amazon .There is some bad in this.The Dolby atoms always automatically off. So what I do
0,Worst mobile
1,Very best mobile phone
1,THE BEST PHONE I HAVE SEEN IN MY LIFE
0,Speaker not working . calling functionality also not working . basic requirement of a mobile phone .
1,Awesome phone. You should buy it 😊🙂🙂👍👍👍
1,Good!
0,Bad Experencie
0,Very poor battery backupToo heavy to carryNot friendly
1,Nice mobile phone this price
0,Have exchanged 2 of this model. Finally returned and refunded...but sound quality is bad...
0,4g not working properly.
1,Great Mobile
0,It's very bad
0,There is no gallery. There is no call recording option. There is no tools such as sound recorder... notes... etc. This phone is not worth of buying or using
1,Awsm phone.
0,Worst product in Lenovo.. Please don't buy it.. While connecting the phone with Bluetooth speaker it distorts like anything... Battery drains very fast... No proper updates from Lenovo team...
1,Good phoneLoved it
0,"The phone does support basic functionalities like message templates, sending phone contact as test message"
0,Phone is ok . But main issue is with processor it has a old helio x20 processor of 2015 instead ofHelio x23 processor .Customer support are blaming third party apps for showing wrong information lol:) .Lenovo please do not fool people 14k for a 2015 processor is a bad bargain .checked with other handset all are same.Before advertising kindly check the model number of processor. Worst is no return gr8 .Thanks a lot
1,Good performance and best phone under 15k
0,"This device is such a waste of money. Don't buy even if you're getting it for half price. Bad camera, Bad performance, poor interface, nothing is good except sound quality. Very disappointed."
0,Worst Mobile.....Don't Buy this Phone
1,"Super phone. Best phone but the camera is not that good, it's OK for the price. Phone lightly heating during charging, finally, it's value for money."
0,Poor dual camera nd sound quality ..Otherwise good phone
1,Wonderful android phone with stock 7.1.1 nougat Lenovo first stock android made such a magnanimous surprise to the user's compared to predessors. Killer cameras and performance and good battery. I would highly recommend u all to go for this phone and it's worth for its features .
0,Gautam
0,Working very slow touch is not that good not as per given specifications
0,"50% call not received as there is some manufacturing issue with this brand. SIM slots are jammed and hard to open..While camera, speed, battery ok"
0,The phone sucks...works properly for 6 months n den the phone gets too much hot when we use it even for 5 mins...battery drains too much fast...since updating it to android oreo 8.0 the phone reboots automatically twice a day...not preferable at all... Bluetooth also sucks in this device...and also cast screen doesnt work.
1,Good product
0,screen got broken just in 10 days of time.....
0,"good mobile ,but producing heat,some time camera not responding also touch is not too good."
0,"Not satisfiedThe box doesn't contain the Lenovo sealAnd inside, the phone's back cover is absentPlease don't repeat it again"
0,ok ok
0,"The camera focuses in round shape,I suggest to go for mi A1"
1,Nice phone superb
1,Nice mobileTurbo charger is really good
1,Great one! Amazon delivery service is at it's best!👌.. android oreo guaranteed..camera and dolby atoms are just awesome 😍.
0,Lenovo products are worst i ever had
0,Still behind mi phones.
0,very worst this mobilebatry pack up only 5 or 6 hrs connected with 4Ghearing spk does not wellturbo charger takes 5hrs to charge filling
1,Explore it properly. You will love using it.
1,vr gd
0,"The phone switches off itself when kept on charging, sometimes apps stop working"
0,Battery is not good
0,"Dust entered in mobile camera, within few weeks after I bought it. I contacted service center, they solved the issue, but now I have same problem once again. I definitely won't buy any Lenovo or Motorola phone again."
0,Waste of the money!!!!No gallery and don't save a sim card.save only email idBattery charging time is 6 to 7 hoursHeating issue
1,"Using it for around two weeks. As of now phone is completely awesome and worth for money. Battery backup and optimization is completely cool , Camera and depth sensing is a cool feature. Deca core mediatek performance is beyond expectation."
1,Another Killer
0,Gets warm quickly
1,Good at this price
0,"Volte is not working properly,not good for 4g network."
1,I am satisfied for this product
1,Zabardast phone heIt's a fabulous fantastic and a smart active phone for the young generation
1,Nice
0,"Handset and performance okay , but there's no head set as part of the accessories"
0,Battery is 4000mah but it works like 2000mah ...Also camera is not good ...
0,"Ok , not awesome or good"
0,"Don't buy . Un necessary heating at idle position some times phone starts heating . This phone does not support VOLTE,hence u cannot make calls by jio sim. It's only a 4G LTE phone . Only 5 calls made out of 100 calls trial by jio sim . While mobile data is on. Phone is good but battery back up not as expected and . Call recording facility not given by default"
0,Good phone in buget
0,This phone problem in cast screen not connected in smart t.v & automatic call recording issues only one side voice record.
0,Mobile is corrupt.Battery charging problem..Battery backup problem...
1,Believe in lenovo . They work wellll
0,"Good, battery drains completely within day after 100 percent charged."
1,Hi the phone is good but issue with cast screen function on the phone
0,Low quality and build quality is poor...
0,The phone is quite good and enormous. It's worth it but there's been a problem with a Dolby Atmos sound sometime it's working and sometime it's not.
1,Owsum mobile...I m using from last 10 months.Paisa vasool mobile. No complaint yet.
1,One of the best phone i think in its price range...& Good news for user oreo update avaliable.
1,Superb Phone. Worth for money
1,Good phone under this price.Pros1.good display2.frist fingerprint sensor3.good processor4.stock Android5.good front cameraCons1.avereg dual camera2.avereg battery life3.softwear parfoamce averageBut last many user claim hetting issue its true but not a overheat. Overall good budget phone
1,Great Mobile performance are so good
1,Good mobile...
0,Hard copy of the bill is missing
1,Nice mobile
1,mobile is very good for this cost
0,"This Phone has basic issues while calling also, and I've been to their service center in Marathalli, Bangalore, they talk good they try hard and max. they can do is just replace the software... nothing more. I'm fed up going to them again and again waiting for 2+ hours with same issue..."
0,Omg..battery drainage is very fast without use
1,awsome phone.just buy
1,Good and best phone
0,not good
0,Worst phone ever from Lenovo. The latest Oreo update has lot of bugs to which Lenovo don't even respond. Battery always getting heat up after the update. Unable to turn off the mobile data which drains the data and battery in no time. There are many customer struggling because of this. Don't buy this phone. Had to give one star as there is no option of zero or minus rating.
0,Battery got heat and drained fast and turbo charger and charging is fake ... it take to full charging about 2.30 to 3 hrs.
0,"Lenovo k8 note model not good, we unable to work more than 1 hr mobile any apps because of mobile getting over heat, battery Back up worst, please do not buy this item"
1,Excellent for the price
0,Very bed phone
0,Suddenly my Lenovo k8 note was switched off and I have tried a lot to get on but unfortunately it was not on. After I was did reboot to start. Finally it was started after 4 hours.but I don't know wen it will be again get off.
0,It has a heating problem
1,nice one......powerfull and usefull
0,Bad product...Poor camera quality.Installed softwares are poor.Heat too much.One speaker of my ordered mobile is not working.
0,Started giving issues within 2 months
1,Very nice phone
1,best for under 12k
1,Provide a software update to this phone heating issue are there and for camera tho make the depth mode more effective and enable the led notification for missed calls and unreaded message of WhatsApp and other apps
1,Good in this budget
0,This phone fell down not from height jst from bed and broke the screen within no time moreover for long day searched for service centre but could not find one.in AligarhThis phone stops each application u open and gives a msg that this app has been stopped .
0,Good phone. But charging takes whole lot of time and battery also drains pretty fast.
0,"Very bad performance.. After 2 weeks of purchase, Phone is getting turn off even if there is 100% battery and restarting after 2-3 hrs. Even having speaker issues."
1,Superb product
0,It came with old firmware and took 3 hours for update (multiple updates)Thought I am upgrading my phone from Lenovo note 5 to Lenovo note 8 but lots of good features missing definately not worth the moneyPost Oreo update the phone is heating up a lot service center not having any resolution
1,A little bit heating problem
0,Lenovo k8 note has big battery issue and over heating issue...
0,"Worst phone. 4hrs battery life ,heats up,hangs, Amazon tested and confirmed battery draining but not taking back as I don't have it's box.Warning-do not buy. I had to sell and buy another phone."
1,Very easy to handle even while travelling. Battery life is excellent. Gets little warm when used for more than half an hour at a stretch. Tough yet trendy.
0,Phone is good but has little problem with network connection also getting heat
1,Good one
1,It is a good phone except slight heating issue and photo quality is not so good. Phone heated up lightly after 15 to 20 min of use.
0,I have purchased this phone 3 months back and was very excited when the phone arrived. Honestly speaking every thing in this phone is good except the battery life. The battery really sucks. It doesn't really make any difference weather the internet is on or off. The battery drains like hell even in the standby mode which is really disappointing. The battery drains very fast even when the battery saver mode is on. A 4000 mah battery should have lasted longer and Lenovo could have worked in a bit better way to increase the battery power as compared to Redmi Note 4 which comes with a 4100 mah battery and is simply brilliant in its segment with such a lower price as compared to this phone. Hope you understand this and do some thing better towards resolution.
1,Problems to attached with pc
1,Great phone no lag ...no other issue great front camera back camera is also good just depth mode need more update edges are not that Sharp... great phone at these go for it
0,The phone have some serious heating issue
0,Huge network problem n sensor r also not working properly gud bettry life n sound
0,Heating problem
0,After 4 months of usage turbo charging is not working properly and such options are missing in this phone like wireless cast screen mode
0,"Worst camera, phone heats up very quickly.Hangs frequently. Not worth the price & to top it all worst customer service from Amazon."
1,"Everything is best in this price range,so grab it."
1,Good phone. I never had the heating problems. No hang as I playing asphalt 8 and extreme. Gestures are not new and nothing added. Camera is excellent in sun light but poor in low light and room capture. Selfie camera is good n superb.
0,Incumbent big dyjddhndjjccbnnxcnnxfj
1,It's awesome
0,"Depth mode doesn't works properly , Battery drains faster, Front cam doesn't looks like 13 mp , Split screen was amazing, Gaming was better"
0,It could be better -
0,Company claims that rear camera is of 13 MP. But it seems like less than 5MP. After using 10-13 days I found It hangs alot while using. Now I don't know that should I do. I have purchased this phone because of it's configuration. But it didn't worked for me.
0,Don't buy this product.
0,Varry bed cell phone in lenovo
0,Good
1,Rough and tough mobile
1,"Ya, it's a good product development by Lenovo company. Camera picture quality is good, it's easy to handle and maintain. According to me, the speaker are has performance low. The sound is audible as Lenovo K6. Other than that everything performance to it's best"
0,"I got the mobile is good condition and has been using it and found it in good condition UNTIL the the new lenovo software update happened.the mobilewith New System Update]] started restarting itself after every 3 mins and i have to re login each time, i think the update should never be done in any phone started restarting itself after every 3 mins and i have to re login each time, i think the update should never be done in any phone[[ASIN:B01LZKSUXF Lenovo K8 Note (Venom Black, 4GB) , very unhappy with the software, hope Lenova will get back to me ASAP."
1,Good
1,awesome
0,Worst product of my life and total wastage of money. Would like to give zero star but there's no option for it.
1,"Best phone, best camera, best sounds quality, best performance, everything is best of best, I like this gadget so much.😆"
